LAT, LONG, EL, TIMESTAMP, TIME
40.6788757,-73.9788478,22.826,2012-02-11T05:17:39Z,1328955459.0
40.6787621,-73.9789137,23.311,2012-02-11T05:17:42Z,1328955462.0
40.6786703,-73.9789861,23.246,2012-02-11T05:17:45Z,1328955465.0
40.6786024,-73.9790459,23.059,2012-02-11T05:17:47Z,1328955467.0
40.6785493,-73.9790927,22.817,2012-02-11T05:17:49Z,1328955469.0
40.6784786,-73.9791017,21.955,2012-02-11T05:17:51Z,1328955471.0
40.6784288,-73.9791033,19.803,2012-02-11T05:17:54Z,1328955474.0
40.6784056,-73.9790144,16.981,2012-02-11T05:17:57Z,1328955477.0
40.6783815,-73.9789317,14.966,2012-02-11T05:17:59Z,1328955479.0
40.6783394,-73.9788487,14.255,2012-02-11T05:18:02Z,1328955482.0
40.6783253,-73.9787549,15.590,2012-02-11T05:18:04Z,1328955484.0
40.6783090,-73.9786377,20.460,2012-02-11T05:18:07Z,1328955487.0
40.6782614,-73.9785448,27.640,2012-02-11T05:18:10Z,1328955490.0
40.6782287,-73.9784579,33.712,2012-02-11T05:18:12Z,1328955492.0
40.6781892,-73.9783690,37.708,2012-02-11T05:18:14Z,1328955494.0
40.6780911,-73.9781958,40.478,2012-02-11T05:18:17Z,1328955497.0
40.6779941,-73.9780036,42.062,2012-02-11T05:18:20Z,1328955500.0
40.6779428,-73.9779139,42.465,2012-02-11T05:18:22Z,1328955502.0
40.6778779,-73.9777883,42.174,2012-02-11T05:18:25Z,1328955505.0
40.6778450,-73.9777067,41.577,2012-02-11T05:18:27Z,1328955507.0
40.6778108,-73.9776297,41.070,2012-02-11T05:18:29Z,1328955509.0
40.6777865,-73.9775184,40.858,2012-02-11T05:18:32Z,1328955512.0
40.6777697,-73.9774428,41.131,2012-02-11T05:18:34Z,1328955514.0
40.6777562,-73.9772932,42.046,2012-02-11T05:18:37Z,1328955517.0
40.6777108,-73.9771994,43.160,2012-02-11T05:18:39Z,1328955519.0
40.6776544,-73.9771220,43.853,2012-02-11T05:18:41Z,1328955521.0
40.6776036,-73.9770566,44.057,2012-02-11T05:18:43Z,1328955523.0
40.6775565,-73.9769387,43.702,2012-02-11T05:18:46Z,1328955526.0
40.6774905,-73.9768223,42.294,2012-02-11T05:18:49Z,1328955529.0
40.6774606,-73.9767712,39.888,2012-02-11T05:18:51Z,1328955531.0
40.6774300,-73.9766752,37.420,2012-02-11T05:18:54Z,1328955534.0
40.6773998,-73.9765851,35.483,2012-02-11T05:18:57Z,1328955537.0
40.6773404,-73.9764604,33.989,2012-02-11T05:19:00Z,1328955540.0
40.6772766,-73.9763402,32.912,2012-02-11T05:19:03Z,1328955543.0
40.6772379,-73.9762271,32.352,2012-02-11T05:19:06Z,1328955546.0
40.6771923,-73.9761106,32.217,2012-02-11T05:19:09Z,1328955549.0
40.6771826,-73.9759667,32.295,2012-02-11T05:19:12Z,1328955552.0
40.6771844,-73.9758800,32.786,2012-02-11T05:19:14Z,1328955554.0
40.6771749,-73.9757766,34.191,2012-02-11T05:19:17Z,1328955557.0
40.6771659,-73.9757044,36.677,2012-02-11T05:19:19Z,1328955559.0
40.6771600,-73.9756298,40.443,2012-02-11T05:19:21Z,1328955561.0
40.6771503,-73.9755089,45.252,2012-02-11T05:19:24Z,1328955564.0
40.6771236,-73.9754531,49.647,2012-02-11T05:19:26Z,1328955566.0
40.6770775,-73.9753400,53.027,2012-02-11T05:19:29Z,1328955569.0
40.6770476,-73.9752770,55.920,2012-02-11T05:19:31Z,1328955571.0
40.6770235,-73.9752122,57.998,2012-02-11T05:19:33Z,1328955573.0
40.6769692,-73.9750734,58.904,2012-02-11T05:19:36Z,1328955576.0
40.6769513,-73.9749901,59.157,2012-02-11T05:19:38Z,1328955578.0
40.6769173,-73.9748232,59.178,2012-02-11T05:19:41Z,1328955581.0
40.6769008,-73.9747328,59.121,2012-02-11T05:19:43Z,1328955583.0
40.6768267,-73.9746493,58.759,2012-02-11T05:19:46Z,1328955586.0
40.6767664,-73.9745684,57.526,2012-02-11T05:19:49Z,1328955589.0
40.6767193,-73.9744929,55.542,2012-02-11T05:19:51Z,1328955591.0
40.6766482,-73.9743986,53.181,2012-02-11T05:19:54Z,1328955594.0
40.6765561,-73.9742770,50.661,2012-02-11T05:19:57Z,1328955597.0
40.6764995,-73.9742539,48.093,2012-02-11T05:19:59Z,1328955599.0
40.6764050,-73.9742879,45.561,2012-02-11T05:20:02Z,1328955602.0
40.6763484,-73.9743153,42.917,2012-02-11T05:20:05Z,1328955605.0
40.6762949,-73.9743486,40.131,2012-02-11T05:20:07Z,1328955607.0
40.6762421,-73.9743859,37.514,2012-02-11T05:20:09Z,1328955609.0
40.6761558,-73.9744448,35.168,2012-02-11T05:20:12Z,1328955612.0
40.6760807,-73.9744841,32.608,2012-02-11T05:20:15Z,1328955615.0
40.6760426,-73.9745308,30.204,2012-02-11T05:20:17Z,1328955617.0
40.6760022,-73.9745823,28.574,2012-02-11T05:20:19Z,1328955619.0
40.6759301,-73.9746419,27.413,2012-02-11T05:20:22Z,1328955622.0
40.6758618,-73.9747121,26.243,2012-02-11T05:20:25Z,1328955625.0
40.6757950,-73.9747488,25.023,2012-02-11T05:20:27Z,1328955627.0
40.6757289,-73.9747723,23.521,2012-02-11T05:20:29Z,1328955629.0
40.6756779,-73.9748035,21.783,2012-02-11T05:20:31Z,1328955631.0
40.6756318,-73.9748271,20.502,2012-02-11T05:20:33Z,1328955633.0
40.6755784,-73.9749131,20.033,2012-02-11T05:20:36Z,1328955636.0
40.6755355,-73.9749805,20.117,2012-02-11T05:20:38Z,1328955638.0
40.6754553,-73.9750281,20.532,2012-02-11T05:20:41Z,1328955641.0
40.6753759,-73.9750822,21.268,2012-02-11T05:20:44Z,1328955644.0
40.6753093,-73.9750973,22.188,2012-02-11T05:20:46Z,1328955646.0
40.6752202,-73.9751451,23.030,2012-02-11T05:20:49Z,1328955649.0
40.6750982,-73.9752099,23.740,2012-02-11T05:20:52Z,1328955652.0
40.6750119,-73.9752824,24.317,2012-02-11T05:20:55Z,1328955655.0
40.6749609,-73.9753344,24.557,2012-02-11T05:20:57Z,1328955657.0
40.6749084,-73.9753655,24.291,2012-02-11T05:20:59Z,1328955659.0
40.6748114,-73.9754368,23.562,2012-02-11T05:21:02Z,1328955662.0
40.6747649,-73.9754831,22.737,2012-02-11T05:21:04Z,1328955664.0
40.6746679,-73.9755666,21.972,2012-02-11T05:21:07Z,1328955667.0
40.6746035,-73.9756231,21.190,2012-02-11T05:21:09Z,1328955669.0
40.6745435,-73.9756550,20.580,2012-02-11T05:21:11Z,1328955671.0
40.6744336,-73.9756999,20.583,2012-02-11T05:21:14Z,1328955674.0
40.6743310,-73.9757609,21.203,2012-02-11T05:21:17Z,1328955677.0
40.6742133,-73.9758192,21.668,2012-02-11T05:21:20Z,1328955680.0
40.6741284,-73.9758763,21.318,2012-02-11T05:21:23Z,1328955683.0
40.6740761,-73.9759161,20.993,2012-02-11T05:21:25Z,1328955685.0
40.6740039,-73.9759723,21.613,2012-02-11T05:21:28Z,1328955688.0
40.6739627,-73.9760068,22.628,2012-02-11T05:21:30Z,1328955690.0
40.6738963,-73.9760373,23.215,2012-02-11T05:21:32Z,1328955692.0
40.6738300,-73.9760638,23.916,2012-02-11T05:21:34Z,1328955694.0
40.6737410,-73.9761300,25.323,2012-02-11T05:21:37Z,1328955697.0
40.6736788,-73.9761832,26.880,2012-02-11T05:21:39Z,1328955699.0
40.6735687,-73.9762507,27.860,2012-02-11T05:21:42Z,1328955702.0
40.6735032,-73.9762802,28.250,2012-02-11T05:21:44Z,1328955704.0
40.6734124,-73.9763422,28.264,2012-02-11T05:21:47Z,1328955707.0
40.6733234,-73.9763886,27.965,2012-02-11T05:21:50Z,1328955710.0
40.6732659,-73.9764266,27.346,2012-02-11T05:21:53Z,1328955713.0
40.6732142,-73.9764615,26.729,2012-02-11T05:21:55Z,1328955715.0
40.6731380,-73.9765236,26.420,2012-02-11T05:21:58Z,1328955718.0
40.6730778,-73.9765766,26.385,2012-02-11T05:22:00Z,1328955720.0
40.6729855,-73.9766379,26.830,2012-02-11T05:22:03Z,1328955723.0
40.6729411,-73.9766921,28.366,2012-02-11T05:22:05Z,1328955725.0
40.6728747,-73.9767770,30.722,2012-02-11T05:22:08Z,1328955728.0
40.6728105,-73.9768206,32.585,2012-02-11T05:22:10Z,1328955730.0
40.6727409,-73.9768818,32.877,2012-02-11T05:22:12Z,1328955732.0
40.6726722,-73.9769323,31.661,2012-02-11T05:22:14Z,1328955734.0
40.6725723,-73.9769978,28.689,2012-02-11T05:22:17Z,1328955737.0
40.6725170,-73.9770604,23.967,2012-02-11T05:22:19Z,1328955739.0
40.6725170,-73.9770604,19.503,2012-02-11T05:22:22Z,1328955742.0
40.6722629,-73.9773168,17.280,2012-02-11T05:22:33Z,1328955753.0
40.6722321,-73.9773638,16.572,2012-02-11T05:22:35Z,1328955755.0
40.6721948,-73.9774535,16.410,2012-02-11T05:22:38Z,1328955758.0
40.6720946,-73.9775323,16.753,2012-02-11T05:22:41Z,1328955761.0
40.6720488,-73.9775632,17.597,2012-02-11T05:22:43Z,1328955763.0
40.6719993,-73.9775999,18.791,2012-02-11T05:22:45Z,1328955765.0
40.6719654,-73.9776576,20.105,2012-02-11T05:22:47Z,1328955767.0
40.6719382,-73.9777371,21.331,2012-02-11T05:22:49Z,1328955769.0
40.6718348,-73.9778309,22.624,2012-02-11T05:22:52Z,1328955772.0
40.6715991,-73.9779279,24.176,2012-02-11T05:22:55Z,1328955775.0
40.6714202,-73.9779923,26.390,2012-02-11T05:22:58Z,1328955778.0
40.6713352,-73.9780344,29.573,2012-02-11T05:23:00Z,1328955780.0
40.6712608,-73.9780762,33.105,2012-02-11T05:23:02Z,1328955782.0
40.6711967,-73.9781433,35.863,2012-02-11T05:23:04Z,1328955784.0
40.6710947,-73.9782899,37.211,2012-02-11T05:23:07Z,1328955787.0
40.6709933,-73.9783933,37.264,2012-02-11T05:23:10Z,1328955790.0
40.6709197,-73.9784446,36.508,2012-02-11T05:23:12Z,1328955792.0
40.6708341,-73.9785484,35.568,2012-02-11T05:23:15Z,1328955795.0
40.6707308,-73.9786069,33.801,2012-02-11T05:23:18Z,1328955798.0
40.6706896,-73.9786320,30.580,2012-02-11T05:23:22Z,1328955802.0
40.6706896,-73.9786320,27.504,2012-02-11T05:23:25Z,1328955805.0
40.6704520,-73.9788311,26.109,2012-02-11T05:23:32Z,1328955812.0
40.6703885,-73.9789238,25.881,2012-02-11T05:23:35Z,1328955815.0
40.6703140,-73.9789914,26.003,2012-02-11T05:23:38Z,1328955818.0
40.6702534,-73.9790311,26.464,2012-02-11T05:23:40Z,1328955820.0
40.6701523,-73.9790515,27.442,2012-02-11T05:23:43Z,1328955823.0
40.6700794,-73.9790803,28.046,2012-02-11T05:23:45Z,1328955825.0
40.6700471,-73.9791325,27.556,2012-02-11T05:23:48Z,1328955828.0
40.6700471,-73.9791325,26.655,2012-02-11T05:23:49Z,1328955829.0
40.6697837,-73.9793585,26.071,2012-02-11T05:23:58Z,1328955838.0
40.6697196,-73.9794604,25.794,2012-02-11T05:24:01Z,1328955841.0
40.6696540,-73.9795324,25.511,2012-02-11T05:24:03Z,1328955843.0
40.6695584,-73.9795951,25.031,2012-02-11T05:24:06Z,1328955846.0
40.6694858,-73.9796633,24.606,2012-02-11T05:24:09Z,1328955849.0
40.6694342,-73.9797150,24.493,2012-02-11T05:24:11Z,1328955851.0
40.6694076,-73.9796613,24.567,2012-02-11T05:24:14Z,1328955854.0
40.6693133,-73.9795323,24.761,2012-02-11T05:24:17Z,1328955857.0
40.6692110,-73.9794320,25.148,2012-02-11T05:24:19Z,1328955859.0
40.6690844,-73.9793001,27.031,2012-02-11T05:24:22Z,1328955862.0
40.6690178,-73.9791778,31.908,2012-02-11T05:24:24Z,1328955864.0
40.6689803,-73.9790758,38.103,2012-02-11T05:24:26Z,1328955866.0
40.6689640,-73.9789969,42.288,2012-02-11T05:24:29Z,1328955869.0
40.6689009,-73.9788645,43.692,2012-02-11T05:24:32Z,1328955872.0
40.6688575,-73.9787897,43.533,2012-02-11T05:24:34Z,1328955874.0
40.6688155,-73.9787081,42.705,2012-02-11T05:24:36Z,1328955876.0
40.6687882,-73.9786447,41.172,2012-02-11T05:24:38Z,1328955878.0
40.6687425,-73.9785508,39.178,2012-02-11T05:24:41Z,1328955881.0
40.6687190,-73.9784863,37.679,2012-02-11T05:24:43Z,1328955883.0
40.6686697,-73.9784053,37.119,2012-02-11T05:24:48Z,1328955888.0
40.6686697,-73.9784053,37.126,2012-02-11T05:25:03Z,1328955903.0
40.6686126,-73.9782651,74.530,2012-02-11T16:56:34Z,1328997394.0
40.6687266,-73.9783856,74.517,2012-02-11T16:56:39Z,1328997399.0
40.6687680,-73.9784590,74.517,2012-02-11T16:56:41Z,1328997401.0
40.6688626,-73.9786327,71.876,2012-02-11T16:56:44Z,1328997404.0
40.6689750,-73.9788530,63.999,2012-02-11T16:56:47Z,1328997407.0
40.6690341,-73.9789660,53.948,2012-02-11T16:56:50Z,1328997410.0
40.6690869,-73.9790564,46.605,2012-02-11T16:56:52Z,1328997412.0
40.6691506,-73.9791557,42.314,2012-02-11T16:56:54Z,1328997414.0
40.6692415,-73.9793211,39.611,2012-02-11T16:56:57Z,1328997417.0
40.6692841,-73.9793686,38.106,2012-02-11T16:57:00Z,1328997420.0
40.6693424,-73.9794038,37.545,2012-02-11T16:57:05Z,1328997425.0
40.6693946,-73.9794206,37.199,2012-02-11T16:57:08Z,1328997428.0
40.6694501,-73.9793950,36.910,2012-02-11T16:57:11Z,1328997431.0
40.6695488,-73.9793482,36.688,2012-02-11T16:57:13Z,1328997433.0
40.6696933,-73.9792216,36.412,2012-02-11T16:57:16Z,1328997436.0
40.6697714,-73.9791081,36.031,2012-02-11T16:57:19Z,1328997439.0
40.6698125,-73.9790467,35.576,2012-02-11T16:57:22Z,1328997442.0
40.6701251,-73.9790017,35.208,2012-02-11T16:57:55Z,1328997475.0
40.6702905,-73.9788600,35.062,2012-02-11T16:57:58Z,1328997478.0
40.6704235,-73.9786890,35.056,2012-02-11T16:58:00Z,1328997480.0
40.6705454,-73.9785454,35.588,2012-02-11T16:58:03Z,1328997483.0
40.6706190,-73.9785042,37.310,2012-02-11T16:58:05Z,1328997485.0
40.6706973,-73.9784485,39.696,2012-02-11T16:58:07Z,1328997487.0
40.6707779,-73.9783894,41.403,2012-02-11T16:58:09Z,1328997489.0
40.6708951,-73.9782662,42.006,2012-02-11T16:58:12Z,1328997492.0
40.6710138,-73.9781944,41.675,2012-02-11T16:58:14Z,1328997494.0
40.6711828,-73.9782193,40.045,2012-02-11T16:58:17Z,1328997497.0
40.6713115,-73.9784001,36.933,2012-02-11T16:58:20Z,1328997500.0
40.6713437,-73.9784656,33.247,2012-02-11T16:58:22Z,1328997502.0
40.6714211,-73.9785878,30.351,2012-02-11T16:58:24Z,1328997504.0
40.6715098,-73.9787140,28.663,2012-02-11T16:58:26Z,1328997506.0
40.6715970,-73.9788488,27.592,2012-02-11T16:58:29Z,1328997509.0
40.6716578,-73.9789678,25.883,2012-02-11T16:58:31Z,1328997511.0
40.6717127,-73.9791230,22.766,2012-02-11T16:58:33Z,1328997513.0
40.6718055,-73.9793305,18.983,2012-02-11T16:58:36Z,1328997516.0
40.6718875,-73.9795163,15.343,2012-02-11T16:58:39Z,1328997519.0
40.6719719,-73.9797118,11.486,2012-02-11T16:58:42Z,1328997522.0
40.6720324,-73.9798227,7.590,2012-02-11T16:58:44Z,1328997524.0
40.6721558,-73.9799713,4.684,2012-02-11T16:58:47Z,1328997527.0
40.6722871,-73.9801238,2.969,2012-02-11T16:58:50Z,1328997530.0
40.6723528,-73.9802042,1.692,2012-02-11T16:58:52Z,1328997532.0
40.6724345,-73.9803518,0.591,2012-02-11T16:58:55Z,1328997535.0
40.6724952,-73.9804695,0.000,2012-02-11T16:58:57Z,1328997537.0
40.6726187,-73.9806925,0.000,2012-02-11T16:59:00Z,1328997540.0
40.6727097,-73.9808303,0.000,2012-02-11T16:59:02Z,1328997542.0
40.6727852,-73.9809773,0.000,2012-02-11T16:59:04Z,1328997544.0
40.6728722,-73.9812597,0.004,2012-02-11T16:59:07Z,1328997547.0
40.6729450,-73.9814951,0.016,2012-02-11T16:59:09Z,1328997549.0
40.6730447,-73.9817765,0.011,2012-02-11T16:59:12Z,1328997552.0
40.6731109,-73.9819548,0.004,2012-02-11T16:59:14Z,1328997554.0
40.6731703,-73.9821270,0.000,2012-02-11T16:59:16Z,1328997556.0
40.6732117,-73.9822500,0.000,2012-02-11T16:59:18Z,1328997558.0
40.6732530,-73.9823686,0.000,2012-02-11T16:59:20Z,1328997560.0
40.6733539,-73.9825272,0.000,2012-02-11T16:59:23Z,1328997563.0
40.6734197,-73.9825993,0.000,2012-02-11T16:59:25Z,1328997565.0
40.6734983,-73.9826570,0.000,2012-02-11T16:59:28Z,1328997568.0
40.6735434,-73.9826376,0.000,2012-02-11T16:59:30Z,1328997570.0
40.6735859,-73.9826035,0.000,2012-02-11T16:59:32Z,1328997572.0
40.6736893,-73.9825451,0.000,2012-02-11T16:59:35Z,1328997575.0
40.6737756,-73.9824643,0.000,2012-02-11T16:59:37Z,1328997577.0
40.6738592,-73.9823722,0.794,2012-02-11T16:59:39Z,1328997579.0
40.6739308,-73.9822799,3.193,2012-02-11T16:59:41Z,1328997581.0
40.6740065,-73.9822102,6.300,2012-02-11T16:59:43Z,1328997583.0
40.6741173,-73.9821425,8.855,2012-02-11T16:59:46Z,1328997586.0
40.6742421,-73.9820398,10.951,2012-02-11T16:59:49Z,1328997589.0
40.6743231,-73.9819521,12.751,2012-02-11T16:59:51Z,1328997591.0
40.6744029,-73.9818509,14.579,2012-02-11T16:59:54Z,1328997594.0
40.6745077,-73.9817480,16.976,2012-02-11T16:59:57Z,1328997597.0
40.6745077,-73.9817480,19.363,2012-02-11T16:59:59Z,1328997599.0
40.6747131,-73.9816039,20.953,2012-02-11T17:00:02Z,1328997602.0
40.6748541,-73.9815088,22.311,2012-02-11T17:00:05Z,1328997605.0
40.6749930,-73.9814066,23.948,2012-02-11T17:00:08Z,1328997608.0
40.6750833,-73.9813382,25.586,2012-02-11T17:00:10Z,1328997610.0
40.6750833,-73.9813382,26.850,2012-02-11T17:00:12Z,1328997612.0
40.6752473,-73.9812505,27.549,2012-02-11T17:00:16Z,1328997616.0
40.6753506,-73.9811819,27.859,2012-02-11T17:00:19Z,1328997619.0
40.6754907,-73.9811016,28.632,2012-02-11T17:00:22Z,1328997622.0
40.6756586,-73.9810030,30.770,2012-02-11T17:00:25Z,1328997625.0
40.6757850,-73.9809464,33.184,2012-02-11T17:00:28Z,1328997628.0
40.6758650,-73.9808574,33.867,2012-02-11T17:00:30Z,1328997630.0
40.6759523,-73.9807815,33.047,2012-02-11T17:00:32Z,1328997632.0
40.6761135,-73.9806747,32.235,2012-02-11T17:00:35Z,1328997635.0
40.6762927,-73.9805492,32.064,2012-02-11T17:00:38Z,1328997638.0
40.6764046,-73.9804723,32.332,2012-02-11T17:00:40Z,1328997640.0
40.6764818,-73.9804277,31.723,2012-02-11T17:00:42Z,1328997642.0
40.6766058,-73.9803981,29.540,2012-02-11T17:00:45Z,1328997645.0
40.6767068,-73.9803651,27.066,2012-02-11T17:00:47Z,1328997647.0
40.6767995,-73.9803230,26.485,2012-02-11T17:00:49Z,1328997649.0
40.6768495,-73.9802836,28.263,2012-02-11T17:00:51Z,1328997651.0
40.6771005,-73.9800517,30.581,2012-02-11T17:01:00Z,1328997660.0
40.6771604,-73.9799973,31.818,2012-02-11T17:01:02Z,1328997662.0
40.6772395,-73.9799249,32.087,2012-02-11T17:01:04Z,1328997664.0
40.6773513,-73.9798306,31.937,2012-02-11T17:01:07Z,1328997667.0
40.6774291,-73.9797682,31.576,2012-02-11T17:01:09Z,1328997669.0
40.6775494,-73.9796771,31.026,2012-02-11T17:01:12Z,1328997672.0
40.6775957,-73.9796507,30.544,2012-02-11T17:01:14Z,1328997674.0
40.6775957,-73.9796507,30.338,2012-02-11T17:01:15Z,1328997675.0
40.6777377,-73.9795919,30.130,2012-02-11T17:01:19Z,1328997679.0
40.6778417,-73.9794876,29.679,2012-02-11T17:01:22Z,1328997682.0
40.6779395,-73.9794248,28.999,2012-02-11T17:01:24Z,1328997684.0
40.6780839,-73.9793552,28.640,2012-02-11T17:01:27Z,1328997687.0
40.6781914,-73.9793185,29.121,2012-02-11T17:01:29Z,1328997689.0
40.6783042,-73.9792335,29.997,2012-02-11T17:01:31Z,1328997691.0
40.6784070,-73.9791577,30.522,2012-02-11T17:01:34Z,1328997694.0
40.6785952,-73.9790818,30.729,2012-02-11T17:01:38Z,1328997698.0
40.6786918,-73.9790308,30.967,2012-02-11T17:01:40Z,1328997700.0
40.6788423,-73.9789111,31.548,2012-02-11T17:01:43Z,1328997703.0
40.6789857,-73.9787612,32.370,2012-02-11T17:01:46Z,1328997706.0
40.6791210,-73.9786538,33.003,2012-02-11T17:01:49Z,1328997709.0
40.6792518,-73.9785865,32.886,2012-02-11T17:01:52Z,1328997712.0
40.6793769,-73.9785002,31.903,2012-02-11T17:01:55Z,1328997715.0
40.6794627,-73.9784373,30.657,2012-02-11T17:01:57Z,1328997717.0
40.6796092,-73.9783002,29.511,2012-02-11T17:02:00Z,1328997720.0
40.6797064,-73.9782363,28.373,2012-02-11T17:02:02Z,1328997722.0
40.6798356,-73.9781406,27.505,2012-02-11T17:02:05Z,1328997725.0
40.6799775,-73.9780506,27.144,2012-02-11T17:02:08Z,1328997728.0
40.6801559,-73.9779624,27.153,2012-02-11T17:02:11Z,1328997731.0
40.6802801,-73.9778607,27.292,2012-02-11T17:02:13Z,1328997733.0
40.6803885,-73.9777608,27.348,2012-02-11T17:02:16Z,1328997736.0
40.6804538,-73.9777197,27.286,2012-02-11T17:02:18Z,1328997738.0
40.6805673,-73.9776205,27.110,2012-02-11T17:02:21Z,1328997741.0
40.6806551,-73.9775536,26.164,2012-02-11T17:02:24Z,1328997744.0
40.6808933,-73.9775056,24.147,2012-02-11T17:02:51Z,1328997771.0
40.6809267,-73.9774437,21.626,2012-02-11T17:02:54Z,1328997774.0
40.6809674,-73.9773995,19.282,2012-02-11T17:02:56Z,1328997776.0
40.6810710,-73.9773214,18.238,2012-02-11T17:02:59Z,1328997779.0
40.6811929,-73.9772401,19.144,2012-02-11T17:03:02Z,1328997782.0
40.6813086,-73.9771236,20.907,2012-02-11T17:03:05Z,1328997785.0
40.6814037,-73.9770290,23.019,2012-02-11T17:03:07Z,1328997787.0
40.6815659,-73.9771167,26.114,2012-02-11T17:03:10Z,1328997790.0
40.6816861,-73.9772823,29.584,2012-02-11T17:03:13Z,1328997793.0
40.6817516,-73.9774026,31.882,2012-02-11T17:03:15Z,1328997795.0
40.6818093,-73.9775330,32.621,2012-02-11T17:03:17Z,1328997797.0
40.6819006,-73.9777357,32.097,2012-02-11T17:03:21Z,1328997801.0
40.6819941,-73.9779592,30.527,2012-02-11T17:03:23Z,1328997803.0
40.6820470,-73.9781105,28.436,2012-02-11T17:03:25Z,1328997805.0
40.6821309,-73.9783325,26.218,2012-02-11T17:03:28Z,1328997808.0
40.6821996,-73.9785310,23.194,2012-02-11T17:03:31Z,1328997811.0
40.6822406,-73.9786507,18.791,2012-02-11T17:03:33Z,1328997813.0
40.6823026,-73.9788374,13.957,2012-02-11T17:03:36Z,1328997816.0
40.6823720,-73.9789357,10.358,2012-02-11T17:03:38Z,1328997818.0
40.6824263,-73.9790589,8.516,2012-02-11T17:03:40Z,1328997820.0
40.6824702,-73.9791750,7.823,2012-02-11T17:03:42Z,1328997822.0
40.6825489,-73.9793584,7.567,2012-02-11T17:03:45Z,1328997825.0
40.6826043,-73.9795509,7.488,2012-02-11T17:03:48Z,1328997828.0
40.6826351,-73.9796892,7.473,2012-02-11T17:03:50Z,1328997830.0
40.6826808,-73.9798543,7.469,2012-02-11T17:03:53Z,1328997833.0
40.6827483,-73.9800192,7.485,2012-02-11T17:03:56Z,1328997836.0
40.6828324,-73.9802314,7.654,2012-02-11T17:03:59Z,1328997839.0
40.6828992,-73.9804367,8.270,2012-02-11T17:04:02Z,1328997842.0
40.6829611,-73.9806354,9.328,2012-02-11T17:04:05Z,1328997845.0
40.6830091,-73.9807749,10.360,2012-02-11T17:04:07Z,1328997847.0
40.6830838,-73.9809802,10.991,2012-02-11T17:04:10Z,1328997850.0
40.6831405,-73.9811869,11.254,2012-02-11T17:04:13Z,1328997853.0
40.6832217,-73.9813907,11.338,2012-02-11T17:04:16Z,1328997856.0
40.6832905,-73.9815313,11.361,2012-02-11T17:04:18Z,1328997858.0
40.6833550,-73.9816651,11.355,2012-02-11T17:04:20Z,1328997860.0
40.6834348,-73.9818534,11.312,2012-02-11T17:04:23Z,1328997863.0
40.6834833,-73.9819575,11.129,2012-02-11T17:04:25Z,1328997865.0
40.6835482,-73.9821467,10.638,2012-02-11T17:04:28Z,1328997868.0
40.6835905,-73.9822821,9.778,2012-02-11T17:04:30Z,1328997870.0
40.6836662,-73.9824907,8.657,2012-02-11T17:04:33Z,1328997873.0
40.6837285,-73.9826216,7.427,2012-02-11T17:04:35Z,1328997875.0
40.6838064,-73.9828160,6.349,2012-02-11T17:04:38Z,1328997878.0
40.6838565,-73.9829355,5.727,2012-02-11T17:04:40Z,1328997880.0
40.6839027,-73.9830616,5.566,2012-02-11T17:04:42Z,1328997882.0
40.6839518,-73.9831989,5.754,2012-02-11T17:04:44Z,1328997884.0
40.6840181,-73.9833907,6.314,2012-02-11T17:04:48Z,1328997888.0
40.6841169,-73.9835669,7.315,2012-02-11T17:04:50Z,1328997890.0
40.6841759,-73.9836618,8.772,2012-02-11T17:04:52Z,1328997892.0
40.6842119,-73.9837521,10.508,2012-02-11T17:04:54Z,1328997894.0
40.6842119,-73.9837521,12.017,2012-02-11T17:04:56Z,1328997896.0
40.6842619,-73.9841514,13.083,2012-02-11T17:05:10Z,1328997910.0
40.6843184,-73.9842541,14.073,2012-02-11T17:05:12Z,1328997912.0
40.6844092,-73.9844211,15.106,2012-02-11T17:05:15Z,1328997915.0
40.6845174,-73.9845816,16.121,2012-02-11T17:05:18Z,1328997918.0
40.6845781,-73.9846968,17.185,2012-02-11T17:05:20Z,1328997920.0
40.6846660,-73.9848762,18.017,2012-02-11T17:05:23Z,1328997923.0
40.6847376,-73.9849964,18.340,2012-02-11T17:05:25Z,1328997925.0
40.6848124,-73.9851828,17.576,2012-02-11T17:05:28Z,1328997928.0
40.6848624,-73.9853893,15.192,2012-02-11T17:05:31Z,1328997931.0
40.6849132,-73.9856098,11.939,2012-02-11T17:05:34Z,1328997934.0
40.6849503,-73.9857252,9.099,2012-02-11T17:05:36Z,1328997936.0
40.6850037,-73.9858647,7.268,2012-02-11T17:05:39Z,1328997939.0
40.6851114,-73.9860827,5.903,2012-02-11T17:05:41Z,1328997941.0
40.6851569,-73.9862291,4.219,2012-02-11T17:05:43Z,1328997943.0
40.6852172,-73.9864392,2.571,2012-02-11T17:05:46Z,1328997946.0
40.6852937,-73.9866551,1.441,2012-02-11T17:05:49Z,1328997949.0
40.6853492,-73.9867699,0.655,2012-02-11T17:05:51Z,1328997951.0
40.6854417,-73.9869752,0.142,2012-02-11T17:05:54Z,1328997954.0
40.6855066,-73.9871021,0.000,2012-02-11T17:05:56Z,1328997956.0
40.6856073,-73.9872960,0.000,2012-02-11T17:05:59Z,1328997959.0
40.6856767,-73.9874206,0.000,2012-02-11T17:06:01Z,1328997961.0
40.6857366,-73.9875539,0.000,2012-02-11T17:06:03Z,1328997963.0
40.6857887,-73.9876862,0.007,2012-02-11T17:06:05Z,1328997965.0
